freq,psd_x,psd_y,psd_z,psd_xyz
122.2,4.216e+02,1.732e+03,1.246e+04,1.461e+04
123.8,4.320e+02,1.531e+03,8.607e+03,1.057e+04
125.3,5.059e+02,1.917e+03,6.384e+03,8.807e+03
126.8,5.615e+02,2.633e+03,4.962e+03,8.156e+03
128.3,6.516e+02,3.590e+03,4.014e+03,8.256e+03
129.8,8.819e+02,4.516e+03,3.206e+03,8.603e+03
131.3,1.061e+03,5.061e+03,2.254e+03,8.377e+03
132.8,8.213e+02,3.783e+03,1.214e+03,5.819e+03
134.3,3.981e+02,9.674e+02,4.147e+02,1.780e+03
135.8,3.463e+02,3.120e+02,3.337e+02,9.921e+02
137.3,4.703e+02,1.916e+02,3.278e+02,9.897e+02
138.8,6.364e+02,1.832e+02,2.733e+02,1.093e+03
140.4,6.295e+02,2.147e+02,1.799e+02,1.024e+03
141.9,4.824e+02,2.130e+02,1.107e+02,8.061e+02
143.4,3.338e+02,2.041e+02,8.625e+01,6.241e+02
144.9,2.427e+02,1.862e+02,8.864e+01,5.175e+02
146.4,2.071e+02,1.860e+02,1.189e+02,5.121e+02
147.9,2.154e+02,2.070e+02,1.654e+02,5.877e+02
149.4,2.390e+02,2.399e+02,2.182e+02,6.971e+02
150.9,2.896e+02,3.254e+02,3.115e+02,9.264e+02
152.4,3.807e+02,5.307e+02,4.309e+02,1.342e+03
153.9,4.903e+02,8.829e+02,5.237e+02,1.897e+03
155.4,7.390e+02,1.270e+03,6.241e+02,2.633e+03
157.0,1.192e+03,1.330e+03,7.886e+02,3.311e+03
158.5,1.945e+03,9.395e+02,1.043e+03,3.927e+03
160.0,2.663e+03,4.464e+02,1.302e+03,4.412e+03
161.5,2.798e+03,2.426e+02,1.370e+03,4.410e+03
163.0,2.819e+03,4.246e+02,1.416e+03,4.660e+03
164.5,2.618e+03,8.662e+02,1.389e+03,4.873e+03
166.0,1.924e+03,1.337e+03,1.049e+03,4.310e+03
167.5,1.038e+03,1.507e+03,6.022e+02,3.148e+03
169.0,6.607e+02,1.446e+03,3.772e+02,2.484e+03
170.5,6.616e+02,1.346e+03,3.661e+02,2.373e+03
172.0,7.440e+02,1.227e+03,3.831e+02,2.355e+03
173.6,7.994e+02,1.110e+03,3.803e+02,2.290e+03
175.1,7.376e+02,1.025e+03,3.279e+02,2.090e+03
176.6,6.193e+02,9.444e+02,2.514e+02,1.815e+03
178.1,4.649e+02,1.034e+03,2.073e+02,1.706e+03
179.6,4.158e+02,1.207e+03,2.351e+02,1.858e+03
181.1,3.628e+02,1.142e+03,2.352e+02,1.740e+03
182.6,3.108e+02,1.036e+03,2.369e+02,1.584e+03
184.1,2.699e+02,9.870e+02,2.676e+02,1.525e+03
185.6,2.655e+02,9.679e+02,3.347e+02,1.568e+03
187.1,2.667e+02,1.021e+03,3.936e+02,1.681e+03
188.6,2.275e+02,1.074e+03,4.362e+02,1.737e+03
190.2,2.007e+02,1.196e+03,5.470e+02,1.944e+03
191.7,1.855e+02,1.277e+03,6.513e+02,2.114e+03
193.2,1.775e+02,1.504e+03,8.611e+02,2.543e+03
194.7,1.658e+02,1.962e+03,1.166e+03,3.293e+03
196.2,1.745e+02,2.194e+03,1.316e+03,3.684e+03
197.7,1.849e+02,2.423e+03,1.512e+03,4.120e+03
199.2,1.936e+02,2.632e+03,1.713e+03,4.538e+03
