freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.856e+00,5.065e+02,4.031e+02,9.174e+02
1.5,2.669e+01,2.956e+02,2.375e+02,5.597e+02
2.9,2.886e+01,2.474e+01,2.017e+01,7.377e+01
4.4,3.229e+01,2.233e+02,1.866e+01,2.743e+02
5.8,3.101e+01,1.069e+03,2.235e+01,1.122e+03
7.3,3.187e+01,1.966e+03,2.221e+01,2.021e+03
8.7,3.293e+01,2.991e+03,2.412e+01,3.048e+03
10.2,3.045e+01,4.546e+03,2.179e+01,4.599e+03
11.6,3.497e+01,7.236e+03,2.191e+01,7.293e+03
13.1,3.740e+01,1.011e+04,2.706e+01,1.018e+04
14.5,3.588e+01,9.742e+03,2.723e+01,9.805e+03
16.0,3.760e+01,1.256e+04,2.697e+01,1.262e+04
17.4,6.298e+01,1.715e+04,3.976e+01,1.725e+04
18.9,8.906e+01,1.470e+04,4.080e+01,1.483e+04
20.3,4.691e+01,1.524e+04,3.594e+01,1.532e+04
21.8,4.182e+01,2.086e+04,5.359e+01,2.096e+04
23.2,4.926e+01,2.885e+04,1.075e+02,2.900e+04
24.7,6.562e+01,3.928e+04,2.246e+02,3.957e+04
26.1,7.527e+01,5.491e+04,5.578e+02,5.554e+04
27.6,8.236e+01,7.581e+04,1.189e+03,7.708e+04
29.0,1.040e+02,1.063e+05,2.467e+03,1.089e+05
30.5,1.360e+02,1.514e+05,4.823e+03,1.563e+05
31.9,1.801e+02,2.293e+05,9.895e+03,2.394e+05
33.4,2.480e+02,4.066e+05,2.665e+04,4.334e+05
34.8,3.685e+02,9.435e+05,1.129e+05,1.057e+06
36.3,3.031e+02,1.871e+06,3.783e+05,2.249e+06
37.7,3.408e+02,1.755e+06,5.103e+05,2.265e+06
39.2,3.646e+02,1.111e+06,4.295e+05,1.540e+06
40.6,4.400e+02,7.579e+05,3.917e+05,1.150e+06
42.1,7.879e+02,5.594e+05,3.966e+05,9.568e+05
43.5,1.320e+03,4.904e+05,4.716e+05,9.633e+05
45.0,2.011e+03,4.451e+05,6.341e+05,1.081e+06
46.5,4.479e+03,3.711e+05,9.769e+05,1.352e+06
47.9,1.172e+04,2.772e+05,1.575e+06,1.864e+06
