freq,psd_x,psd_y,psd_z,psd_xyz
137.5,1.523e+04,3.207e+03,2.919e+03,2.135e+04
139.0,1.606e+04,3.372e+03,3.227e+03,2.266e+04
140.5,1.755e+04,3.601e+03,3.555e+03,2.471e+04
142.0,1.921e+04,3.805e+03,4.098e+03,2.711e+04
143.6,2.229e+04,4.156e+03,5.104e+03,3.156e+04
145.1,2.658e+04,5.080e+03,6.318e+03,3.798e+04
146.6,2.977e+04,6.635e+03,7.304e+03,4.371e+04
148.1,3.314e+04,9.420e+03,8.171e+03,5.074e+04
149.6,3.789e+04,1.346e+04,9.333e+03,6.068e+04
151.1,4.125e+04,1.626e+04,1.041e+04,6.792e+04
152.6,4.156e+04,1.635e+04,1.093e+04,6.884e+04
154.1,4.481e+04,1.643e+04,1.253e+04,7.377e+04
155.6,4.834e+04,1.644e+04,1.441e+04,7.920e+04
157.2,5.070e+04,1.604e+04,1.598e+04,8.272e+04
158.7,5.662e+04,1.720e+04,1.901e+04,9.283e+04
160.2,6.555e+04,2.004e+04,2.332e+04,1.089e+05
161.7,7.436e+04,2.357e+04,2.772e+04,1.257e+05
163.2,7.610e+04,2.467e+04,2.978e+04,1.305e+05
164.7,7.489e+04,2.521e+04,3.099e+04,1.311e+05
166.2,7.512e+04,2.641e+04,3.268e+04,1.342e+05
167.7,6.521e+04,2.307e+04,2.977e+04,1.181e+05
169.2,5.247e+04,1.847e+04,2.522e+04,9.616e+04
170.8,3.997e+04,1.392e+04,2.039e+04,7.428e+04
172.3,3.081e+04,1.045e+04,1.665e+04,5.791e+04
173.8,2.316e+04,7.744e+03,1.329e+04,4.420e+04
175.3,1.635e+04,5.587e+03,1.003e+04,3.197e+04
176.8,1.081e+04,3.826e+03,7.098e+03,2.173e+04
178.3,6.700e+03,2.927e+03,4.692e+03,1.432e+04
179.8,3.664e+03,2.400e+03,2.705e+03,8.769e+03
181.3,1.668e+03,1.417e+03,1.123e+03,4.208e+03
182.9,1.155e+03,8.163e+02,6.000e+02,2.571e+03
184.4,1.463e+03,9.094e+02,6.911e+02,3.064e+03
185.9,1.729e+03,1.490e+03,8.862e+02,4.105e+03
187.4,1.597e+03,2.466e+03,9.322e+02,4.995e+03
188.9,1.271e+03,3.464e+03,8.340e+02,5.569e+03
190.4,9.344e+02,3.992e+03,6.786e+02,5.605e+03
191.9,8.162e+02,3.536e+03,6.337e+02,4.986e+03
193.4,1.107e+03,3.430e+03,8.923e+02,5.429e+03
194.9,1.600e+03,3.628e+03,1.224e+03,6.452e+03
196.5,1.902e+03,3.174e+03,1.345e+03,6.422e+03
198.0,2.000e+03,2.719e+03,1.368e+03,6.087e+03
199.5,2.099e+03,2.387e+03,1.468e+03,5.954e+03
