freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.334e+00,8.861e+02,4.120e+02,1.307e+03
1.5,2.427e+01,5.030e+02,2.376e+02,7.649e+02
3.0,2.711e+01,2.335e+01,1.684e+01,6.730e+01
4.5,2.653e+01,2.826e+02,1.784e+01,3.270e+02
6.0,2.773e+01,1.216e+03,1.771e+01,1.262e+03
7.5,2.892e+01,2.242e+03,1.668e+01,2.287e+03
9.0,3.068e+01,3.600e+03,1.759e+01,3.649e+03
10.5,3.648e+01,6.509e+03,1.649e+01,6.562e+03
12.0,2.135e+02,1.146e+04,1.845e+01,1.169e+04
13.5,6.641e+02,8.271e+03,1.953e+01,8.955e+03
15.0,3.985e+02,4.074e+03,1.784e+01,4.491e+03
16.5,8.044e+01,4.118e+03,1.622e+01,4.215e+03
18.0,4.649e+01,6.348e+03,1.665e+01,6.411e+03
19.5,4.221e+01,9.604e+03,2.037e+01,9.667e+03
21.0,4.425e+01,1.296e+04,2.764e+01,1.303e+04
22.5,4.960e+01,1.665e+04,3.448e+01,1.673e+04
24.0,5.161e+01,2.139e+04,4.601e+01,2.148e+04
25.5,5.245e+01,2.769e+04,7.494e+01,2.782e+04
27.0,5.329e+01,3.573e+04,1.371e+02,3.592e+04
28.5,5.189e+01,4.500e+04,2.524e+02,4.531e+04
30.1,6.390e+01,5.826e+04,4.764e+02,5.881e+04
31.6,8.907e+01,7.783e+04,9.112e+02,7.883e+04
33.1,1.313e+02,1.082e+05,1.852e+03,1.102e+05
34.6,2.010e+02,1.566e+05,3.955e+03,1.607e+05
36.1,3.225e+02,2.389e+05,8.801e+03,2.481e+05
37.6,4.476e+02,3.697e+05,1.898e+04,3.891e+05
39.1,5.742e+02,6.114e+05,4.291e+04,6.549e+05
40.6,9.049e+02,1.275e+06,1.327e+05,1.408e+06
42.1,2.088e+03,3.154e+06,5.020e+05,3.658e+06
43.6,3.548e+03,4.890e+06,1.059e+06,5.953e+06
45.1,4.580e+03,4.008e+06,1.104e+06,5.117e+06
46.6,7.686e+03,2.263e+06,7.847e+05,3.055e+06
48.1,7.359e+03,1.197e+06,5.384e+05,1.743e+06
49.6,4.286e+03,7.108e+05,4.534e+05,1.168e+06
51.1,3.903e+03,5.637e+05,5.892e+05,1.157e+06
52.6,1.925e+03,5.129e+05,1.061e+06,1.576e+06
54.1,1.114e+03,4.531e+05,1.708e+06,2.162e+06
55.6,1.206e+03,3.220e+05,1.580e+06,1.903e+06
57.1,1.119e+03,1.690e+05,1.458e+06,1.628e+06
58.6,8.547e+02,6.363e+04,1.120e+06,1.184e+06
60.1,1.146e+03,4.059e+04,6.884e+05,7.301e+05
61.6,1.696e+03,4.087e+04,4.610e+05,5.035e+05
63.1,2.423e+03,4.462e+04,3.313e+05,3.783e+05
64.6,3.042e+03,4.631e+04,2.398e+05,2.892e+05
66.1,4.218e+03,4.671e+04,1.830e+05,2.339e+05
67.6,6.667e+03,4.774e+04,1.513e+05,2.057e+05
69.1,1.056e+04,4.972e+04,1.315e+05,1.917e+05
70.6,1.619e+04,5.069e+04,1.151e+05,1.819e+05
72.1,2.082e+04,5.217e+04,1.042e+05,1.772e+05
73.6,2.275e+04,5.554e+04,9.847e+04,1.768e+05
75.1,2.322e+04,5.875e+04,9.218e+04,1.742e+05
76.6,2.329e+04,6.162e+04,8.512e+04,1.700e+05
78.1,2.091e+04,6.258e+04,7.601e+04,1.595e+05
79.6,2.154e+04,6.537e+04,6.997e+04,1.569e+05
81.1,2.393e+04,6.869e+04,6.965e+04,1.623e+05
82.6,2.119e+04,6.592e+04,6.669e+04,1.538e+05
84.1,1.474e+04,5.656e+04,5.873e+04,1.300e+05
85.6,1.024e+04,4.761e+04,4.945e+04,1.073e+05
87.1,7.339e+03,4.481e+04,4.418e+04,9.633e+04
88.7,5.323e+03,4.407e+04,4.126e+04,9.065e+04
90.2,4.898e+03,4.377e+04,3.930e+04,8.796e+04
91.7,5.158e+03,4.617e+04,3.944e+04,9.076e+04
93.2,6.053e+03,5.046e+04,4.115e+04,9.767e+04
94.7,6.476e+03,4.603e+04,3.773e+04,9.023e+04
96.2,6.407e+03,3.475e+04,3.078e+04,7.194e+04
97.7,6.237e+03,2.278e+04,2.281e+04,5.183e+04
99.2,5.838e+03,1.404e+04,1.696e+04,3.683e+04
100.7,5.728e+03,1.020e+04,1.530e+04,3.122e+04
102.2,5.844e+03,9.341e+03,1.609e+04,3.127e+04
103.7,5.840e+03,9.845e+03,1.816e+04,3.385e+04
105.2,5.585e+03,1.113e+04,2.071e+04,3.742e+04
106.7,5.109e+03,1.262e+04,2.289e+04,4.061e+04
108.2,4.977e+03,1.385e+04,2.506e+04,4.389e+04
109.7,4.472e+03,1.416e+04,2.708e+04,4.572e+04
111.2,3.498e+03,1.421e+04,2.678e+04,4.449e+04
112.7,2.612e+03,1.315e+04,2.365e+04,3.941e+04
114.2,2.090e+03,1.286e+04,2.192e+04,3.687e+04
115.7,1.762e+03,1.282e+04,2.111e+04,3.569e+04
117.2,1.808e+03,1.165e+04,1.844e+04,3.189e+04
118.7,2.053e+03,8.999e+03,1.328e+04,2.433e+04
120.2,2.109e+03,5.552e+03,7.213e+03,1.487e+04
121.7,2.071e+03,2.844e+03,2.945e+03,7.860e+03
123.2,2.046e+03,1.420e+03,9.096e+02,4.375e+03
124.7,1.991e+03,8.420e+02,3.019e+02,3.135e+03
126.2,1.988e+03,9.012e+02,5.229e+02,3.412e+03
127.7,1.976e+03,1.453e+03,1.451e+03,4.880e+03
129.2,2.032e+03,2.319e+03,2.822e+03,7.173e+03
130.7,1.963e+03,3.703e+03,3.650e+03,9.316e+03
132.2,1.660e+03,4.386e+03,3.590e+03,9.636e+03
133.7,8.756e+02,3.073e+03,2.402e+03,6.351e+03
135.2,3.985e+02,2.463e+03,1.697e+03,4.559e+03
136.7,3.164e+02,1.838e+03,1.388e+03,3.542e+03
138.2,4.972e+02,1.223e+03,1.372e+03,3.092e+03
139.7,7.902e+02,9.176e+02,1.448e+03,3.156e+03
141.2,9.833e+02,6.542e+02,1.368e+03,3.005e+03
142.7,9.894e+02,5.373e+02,1.203e+03,2.730e+03
144.2,9.088e+02,4.070e+02,1.033e+03,2.349e+03
145.7,9.061e+02,3.074e+02,8.852e+02,2.099e+03
147.3,7.678e+02,2.539e+02,6.387e+02,1.660e+03
148.8,5.192e+02,1.968e+02,4.541e+02,1.170e+03
150.3,3.784e+02,2.261e+02,3.910e+02,9.954e+02
151.8,2.948e+02,3.836e+02,3.873e+02,1.066e+03
153.3,2.467e+02,5.049e+02,3.218e+02,1.073e+03
154.8,2.636e+02,6.551e+02,2.538e+02,1.172e+03
156.3,2.562e+02,7.738e+02,1.698e+02,1.200e+03
157.8,2.569e+02,7.654e+02,1.374e+02,1.160e+03
159.3,2.631e+02,6.556e+02,1.234e+02,1.042e+03
160.8,2.483e+02,5.381e+02,1.163e+02,9.026e+02
162.3,2.256e+02,5.344e+02,1.449e+02,9.050e+02
