freq,psd_x,psd_y,psd_z,psd_xyz
72.7,4.156e+03,4.493e+04,5.486e+04,1.040e+05
74.2,4.292e+03,4.904e+04,5.235e+04,1.057e+05
75.6,4.460e+03,4.679e+04,4.535e+04,9.660e+04
77.1,3.775e+03,4.011e+04,3.738e+04,8.126e+04
78.5,3.148e+03,3.186e+04,3.016e+04,6.517e+04
80.0,2.841e+03,2.649e+04,2.580e+04,5.513e+04
81.5,2.164e+03,2.353e+04,2.391e+04,4.960e+04
82.9,1.566e+03,2.161e+04,2.300e+04,4.618e+04
84.4,2.468e+03,2.018e+04,2.222e+04,4.487e+04
85.8,3.510e+03,2.048e+04,2.229e+04,4.629e+04
87.3,3.617e+03,2.125e+04,2.250e+04,4.737e+04
88.7,4.267e+03,2.332e+04,2.403e+04,5.161e+04
90.2,4.834e+03,2.582e+04,2.622e+04,5.688e+04
91.6,4.992e+03,2.739e+04,2.762e+04,5.999e+04
93.1,5.354e+03,2.827e+04,2.792e+04,6.154e+04
94.5,5.536e+03,2.831e+04,2.767e+04,6.151e+04
96.0,4.961e+03,2.717e+04,2.743e+04,5.956e+04
97.5,3.194e+03,2.636e+04,2.889e+04,5.844e+04
98.9,1.400e+03,2.860e+04,3.421e+04,6.421e+04
100.4,6.759e+02,3.369e+04,4.333e+04,7.770e+04
101.8,4.994e+02,3.988e+04,5.539e+04,9.577e+04
103.3,6.002e+02,4.353e+04,6.479e+04,1.089e+05
104.7,7.647e+02,4.017e+04,6.270e+04,1.036e+05
106.2,9.754e+02,3.549e+04,5.771e+04,9.418e+04
107.6,1.132e+03,3.340e+04,5.671e+04,9.124e+04
109.1,1.378e+03,3.356e+04,6.029e+04,9.522e+04
110.5,1.835e+03,3.216e+04,6.401e+04,9.801e+04
112.0,2.465e+03,2.857e+04,6.551e+04,9.655e+04
113.5,3.085e+03,2.119e+04,5.651e+04,8.079e+04
114.9,3.119e+03,1.430e+04,4.362e+04,6.104e+04
116.4,2.792e+03,9.701e+03,3.159e+04,4.408e+04
117.8,2.050e+03,6.454e+03,2.294e+04,3.144e+04
119.3,1.758e+03,4.762e+03,1.657e+04,2.309e+04
120.7,1.573e+03,4.646e+03,1.015e+04,1.637e+04
122.2,1.842e+03,4.621e+03,7.237e+03,1.370e+04
123.6,2.722e+03,4.529e+03,5.147e+03,1.240e+04
125.1,3.824e+03,4.967e+03,3.732e+03,1.252e+04
126.5,3.340e+03,5.780e+03,2.620e+03,1.174e+04
128.0,2.628e+03,5.354e+03,2.263e+03,1.025e+04
129.5,1.990e+03,4.179e+03,2.253e+03,8.421e+03
130.9,2.233e+03,5.149e+03,2.188e+03,9.570e+03
132.4,2.757e+03,4.833e+03,1.746e+03,9.336e+03
133.8,1.350e+03,1.366e+03,6.702e+02,3.386e+03
135.3,6.049e+02,2.102e+02,3.045e+02,1.120e+03
136.7,4.416e+02,1.056e+02,2.347e+02,7.820e+02
138.2,2.841e+02,8.389e+01,1.580e+02,5.260e+02
139.6,2.187e+02,6.768e+01,1.280e+02,4.144e+02
141.1,2.510e+02,8.681e+01,1.425e+02,4.804e+02
142.5,1.653e+03,2.951e+03,4.463e+02,5.050e+03
144.0,3.967e+03,7.807e+03,9.631e+02,1.274e+04
145.5,1.080e+03,1.514e+03,4.098e+02,3.004e+03
146.9,7.765e+02,6.443e+02,3.536e+02,1.774e+03
148.4,9.605e+02,1.040e+03,4.169e+02,2.418e+03
149.8,1.067e+03,1.324e+03,4.145e+02,2.805e+03
151.3,1.168e+03,1.341e+03,4.315e+02,2.940e+03
152.7,1.389e+03,1.230e+03,5.050e+02,3.124e+03
154.2,1.650e+03,1.054e+03,6.036e+02,3.308e+03
155.6,1.514e+03,7.134e+02,5.482e+02,2.776e+03
157.1,1.133e+03,3.816e+02,4.213e+02,1.936e+03
158.5,8.127e+02,2.114e+02,2.909e+02,1.315e+03
160.0,6.362e+02,1.814e+02,2.112e+02,1.029e+03
161.5,5.643e+02,2.061e+02,1.977e+02,9.681e+02
162.9,4.607e+02,2.253e+02,1.973e+02,8.833e+02
164.4,4.634e+02,2.496e+02,2.034e+02,9.164e+02
165.8,4.417e+02,2.383e+02,2.024e+02,8.825e+02
167.3,4.082e+02,1.919e+02,1.942e+02,7.943e+02
168.7,3.621e+02,1.750e+02,1.853e+02,7.224e+02
170.2,3.115e+02,1.721e+02,1.610e+02,6.447e+02
171.6,2.829e+02,1.497e+02,1.479e+02,5.805e+02
173.1,2.442e+02,1.428e+02,1.453e+02,5.322e+02
174.5,2.487e+02,1.828e+02,1.525e+02,5.840e+02
176.0,2.243e+02,2.305e+02,1.451e+02,5.998e+02
177.5,2.101e+02,2.887e+02,1.307e+02,6.295e+02
178.9,2.145e+02,4.244e+02,1.428e+02,7.817e+02
180.4,2.251e+02,5.029e+02,1.633e+02,8.912e+02
181.8,2.388e+02,5.077e+02,1.876e+02,9.341e+02
183.3,2.311e+02,5.185e+02,1.997e+02,9.493e+02
184.7,2.436e+02,5.010e+02,1.894e+02,9.340e+02
186.2,2.631e+02,4.789e+02,1.811e+02,9.231e+02
187.6,3.024e+02,4.444e+02,1.713e+02,9.180e+02
189.1,3.324e+02,3.978e+02,1.411e+02,8.713e+02
190.5,3.647e+02,4.001e+02,1.339e+02,8.987e+02
192.0,3.668e+02,4.269e+02,1.544e+02,9.480e+02
193.5,3.874e+02,5.765e+02,1.955e+02,1.159e+03
194.9,4.051e+02,7.895e+02,2.656e+02,1.460e+03
196.4,3.954e+02,9.316e+02,3.594e+02,1.686e+03
197.8,3.528e+02,1.110e+03,4.659e+02,1.929e+03
199.3,3.187e+02,1.268e+03,5.030e+02,2.089e+03
