freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.384e+01,6.508e+02,3.406e+02,1.015e+03
1.5,4.047e+01,3.801e+02,2.129e+02,6.334e+02
3.0,3.214e+01,3.204e+01,3.009e+01,9.428e+01
4.5,5.956e+01,4.458e+02,2.660e+01,5.319e+02
6.0,1.332e+02,1.486e+03,2.891e+01,1.648e+03
7.5,6.455e+01,1.309e+03,2.855e+01,1.402e+03
9.0,3.878e+01,2.000e+03,2.718e+01,2.066e+03
10.5,3.850e+01,2.692e+03,3.266e+01,2.763e+03
12.0,3.494e+01,3.902e+03,3.278e+01,3.970e+03
13.5,3.402e+01,5.876e+03,2.870e+01,5.938e+03
15.0,3.924e+01,8.602e+03,4.274e+01,8.684e+03
16.5,4.735e+01,1.230e+04,9.527e+01,1.244e+04
18.0,7.444e+01,1.751e+04,2.377e+02,1.782e+04
19.5,1.604e+02,2.156e+04,7.627e+02,2.248e+04
21.0,2.377e+02,1.811e+04,1.235e+03,1.959e+04
22.5,2.301e+02,1.439e+04,6.652e+02,1.529e+04
24.0,1.251e+02,1.667e+04,1.199e+02,1.692e+04
25.5,7.833e+01,2.331e+04,5.493e+01,2.345e+04
27.0,7.028e+01,3.195e+04,8.632e+01,3.211e+04
28.5,6.975e+01,4.314e+04,1.601e+02,4.337e+04
30.0,8.760e+01,5.792e+04,3.249e+02,5.834e+04
31.5,1.044e+02,7.863e+04,6.315e+02,7.936e+04
33.0,1.374e+02,1.118e+05,1.372e+03,1.133e+05
34.5,2.699e+02,1.664e+05,2.628e+03,1.693e+05
36.0,6.087e+02,2.478e+05,5.321e+03,2.537e+05
37.5,6.149e+02,3.902e+05,1.440e+04,4.052e+05
39.0,6.741e+02,7.085e+05,3.926e+04,7.484e+05
40.5,2.672e+03,1.405e+06,1.472e+05,1.555e+06
42.0,8.805e+03,2.771e+06,4.597e+05,3.240e+06
43.5,1.721e+04,3.518e+06,7.927e+05,4.327e+06
45.0,1.550e+04,2.675e+06,7.730e+05,3.463e+06
46.5,1.019e+04,1.779e+06,6.494e+05,2.439e+06
48.0,7.318e+03,1.111e+06,5.425e+05,1.661e+06
49.6,5.962e+03,6.652e+05,4.790e+05,1.150e+06
51.1,8.066e+03,4.598e+05,5.687e+05,1.037e+06
52.6,2.817e+04,3.531e+05,1.032e+06,1.414e+06
54.1,6.155e+04,2.229e+05,1.584e+06,1.869e+06
55.6,6.376e+04,8.068e+04,1.299e+06,1.444e+06
57.1,5.752e+04,5.441e+04,8.329e+05,9.448e+05
58.6,4.118e+04,9.896e+04,4.844e+05,6.245e+05
60.1,1.512e+04,1.531e+05,2.698e+05,4.380e+05
61.6,5.248e+03,1.882e+05,1.530e+05,3.465e+05
63.1,3.222e+04,1.775e+05,1.315e+05,3.412e+05
64.6,1.038e+05,1.355e+05,1.916e+05,4.309e+05
66.1,1.265e+05,9.919e+04,2.430e+05,4.686e+05
67.6,8.463e+04,7.621e+04,2.271e+05,3.880e+05
69.1,4.838e+04,5.603e+04,1.839e+05,2.883e+05
70.6,3.022e+04,4.127e+04,1.462e+05,2.177e+05
72.1,2.494e+04,3.555e+04,1.214e+05,1.819e+05
73.6,2.638e+04,3.491e+04,1.049e+05,1.662e+05
75.1,3.006e+04,3.639e+04,9.350e+04,1.600e+05
76.6,3.224e+04,4.001e+04,8.651e+04,1.588e+05
78.1,2.478e+04,4.386e+04,8.208e+04,1.507e+05
79.6,1.362e+04,4.519e+04,8.084e+04,1.397e+05
81.1,7.755e+03,4.222e+04,7.567e+04,1.256e+05
82.6,6.660e+03,3.973e+04,6.486e+04,1.112e+05
84.1,5.223e+03,4.023e+04,5.376e+04,9.921e+04
85.6,3.138e+03,4.091e+04,5.234e+04,9.639e+04
87.1,1.710e+03,4.268e+04,6.327e+04,1.077e+05
88.6,9.304e+02,4.379e+04,7.432e+04,1.190e+05
90.1,7.183e+02,4.305e+04,7.881e+04,1.226e+05
91.6,5.581e+02,4.135e+04,7.708e+04,1.190e+05
93.1,4.350e+02,4.102e+04,7.337e+04,1.148e+05
94.6,3.216e+02,4.221e+04,7.231e+04,1.148e+05
96.1,2.214e+02,4.498e+04,7.398e+04,1.192e+05
97.6,2.267e+02,4.780e+04,7.630e+04,1.243e+05
99.1,3.535e+02,5.156e+04,8.019e+04,1.321e+05
100.6,6.835e+02,5.795e+04,8.791e+04,1.465e+05
102.1,1.193e+03,6.750e+04,9.867e+04,1.674e+05
103.6,1.867e+03,8.131e+04,1.106e+05,1.938e+05
105.1,2.843e+03,9.343e+04,1.208e+05,2.170e+05
106.6,3.850e+03,1.026e+05,1.259e+05,2.323e+05
108.1,4.031e+03,1.113e+05,1.282e+05,2.435e+05
109.6,3.472e+03,1.056e+05,1.224e+05,2.315e+05
111.1,2.781e+03,8.628e+04,1.050e+05,1.941e+05
112.6,2.210e+03,6.207e+04,8.044e+04,1.447e+05
114.1,1.748e+03,4.062e+04,5.625e+04,9.861e+04
115.6,1.471e+03,2.256e+04,3.424e+04,5.827e+04
117.1,1.364e+03,1.110e+04,1.998e+04,3.245e+04
118.6,1.334e+03,5.209e+03,1.152e+04,1.806e+04
120.1,1.192e+03,2.733e+03,6.584e+03,1.051e+04
121.6,1.058e+03,1.793e+03,3.719e+03,6.570e+03
123.1,8.049e+02,1.340e+03,2.297e+03,4.442e+03
124.6,7.313e+02,9.793e+02,1.628e+03,3.338e+03
126.1,7.055e+02,8.509e+02,1.479e+03,3.036e+03
127.6,8.440e+02,1.377e+03,1.758e+03,3.980e+03
129.1,1.305e+03,2.699e+03,2.159e+03,6.163e+03
130.6,1.798e+03,5.009e+03,2.575e+03,9.382e+03
132.1,1.998e+03,6.959e+03,2.533e+03,1.149e+04
133.6,1.343e+03,3.321e+03,1.838e+03,6.503e+03
135.1,7.275e+02,1.136e+03,1.188e+03,3.051e+03
136.6,4.848e+02,9.989e+02,6.954e+02,2.179e+03
138.1,3.991e+02,9.657e+02,4.288e+02,1.794e+03
139.6,6.590e+02,1.035e+03,3.751e+02,2.069e+03
141.1,1.101e+03,1.084e+03,4.037e+02,2.589e+03
142.6,1.016e+03,9.126e+02,3.265e+02,2.256e+03
144.1,6.913e+02,6.739e+02,2.146e+02,1.580e+03
145.7,5.692e+02,6.830e+02,1.641e+02,1.416e+03
147.2,3.286e+02,7.787e+02,1.105e+02,1.218e+03
148.7,2.589e+02,7.191e+02,1.127e+02,1.091e+03
150.2,2.837e+02,7.580e+02,1.492e+02,1.191e+03
151.7,4.797e+02,8.801e+02,2.740e+02,1.634e+03
153.2,5.354e+02,7.974e+02,2.783e+02,1.611e+03
154.7,4.846e+02,8.393e+02,2.277e+02,1.552e+03
156.2,5.105e+02,8.846e+02,2.153e+02,1.610e+03
157.7,5.082e+02,6.866e+02,2.064e+02,1.401e+03
159.2,6.353e+02,4.466e+02,2.781e+02,1.360e+03
160.7,9.019e+02,3.841e+02,4.506e+02,1.737e+03
162.2,1.273e+03,3.382e+02,6.055e+02,2.216e+03
163.7,1.659e+03,3.329e+02,7.060e+02,2.698e+03
165.2,1.431e+03,3.182e+02,5.826e+02,2.332e+03
166.7,9.849e+02,3.345e+02,4.043e+02,1.724e+03
168.2,9.345e+02,4.985e+02,5.105e+02,1.944e+03
169.7,9.519e+02,6.403e+02,5.984e+02,2.191e+03
171.2,8.534e+02,6.104e+02,4.889e+02,1.953e+03
172.7,7.269e+02,5.725e+02,3.775e+02,1.677e+03
174.2,9.266e+02,6.895e+02,3.788e+02,1.995e+03
175.7,1.107e+03,8.235e+02,4.193e+02,2.350e+03
177.2,1.060e+03,8.668e+02,4.433e+02,2.370e+03
178.7,7.460e+02,7.321e+02,4.262e+02,1.904e+03
180.2,4.528e+02,5.567e+02,3.407e+02,1.350e+03
181.7,4.164e+02,5.568e+02,3.575e+02,1.331e+03
183.2,3.705e+02,5.777e+02,3.829e+02,1.331e+03
184.7,3.027e+02,6.279e+02,4.350e+02,1.366e+03
186.2,2.444e+02,6.264e+02,4.531e+02,1.324e+03
187.7,2.160e+02,5.561e+02,4.248e+02,1.197e+03
189.2,1.829e+02,4.614e+02,3.776e+02,1.022e+03
190.7,1.347e+02,4.263e+02,3.674e+02,9.284e+02
192.2,1.292e+02,4.642e+02,4.106e+02,1.004e+03
193.7,1.383e+02,4.888e+02,4.169e+02,1.044e+03
195.2,1.497e+02,5.914e+02,5.032e+02,1.244e+03
196.7,1.706e+02,6.473e+02,5.297e+02,1.348e+03
198.2,1.809e+02,5.833e+02,3.899e+02,1.154e+03
199.7,1.787e+02,5.639e+02,3.377e+02,1.080e+03
