freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.819e+00,8.708e+02,2.841e+02,1.162e+03
1.5,2.236e+01,4.995e+02,1.723e+02,6.942e+02
3.0,2.675e+01,2.325e+01,2.060e+01,7.061e+01
4.5,2.763e+01,2.596e+02,1.980e+01,3.070e+02
6.0,2.845e+01,1.143e+03,1.889e+01,1.190e+03
7.5,2.861e+01,2.043e+03,1.878e+01,2.091e+03
9.0,2.659e+01,3.147e+03,1.994e+01,3.193e+03
10.5,2.822e+01,4.892e+03,2.064e+01,4.941e+03
12.0,3.011e+01,6.971e+03,2.081e+01,7.022e+03
13.5,5.340e+01,8.734e+03,2.300e+01,8.811e+03
15.0,1.048e+02,7.824e+03,2.186e+01,7.951e+03
16.5,7.507e+01,7.647e+03,2.017e+01,7.742e+03
18.0,3.537e+01,1.130e+04,2.071e+01,1.136e+04
19.5,3.764e+01,1.530e+04,3.049e+01,1.537e+04
21.0,3.382e+01,1.564e+04,3.364e+01,1.571e+04
22.5,3.164e+01,1.729e+04,2.956e+01,1.735e+04
24.0,3.271e+01,2.257e+04,3.067e+01,2.264e+04
25.5,3.132e+01,3.061e+04,5.063e+01,3.069e+04
27.0,2.956e+01,4.079e+04,9.211e+01,4.091e+04
28.5,3.048e+01,5.349e+04,1.653e+02,5.368e+04
30.0,3.000e+01,7.213e+04,3.416e+02,7.250e+04
31.5,3.323e+01,1.001e+05,7.854e+02,1.009e+05
33.0,4.640e+01,1.453e+05,1.898e+03,1.472e+05
34.5,6.286e+01,2.270e+05,4.524e+03,2.315e+05
36.0,8.159e+01,3.897e+05,1.155e+04,4.013e+05
37.5,1.436e+02,7.285e+05,3.227e+04,7.609e+05
39.0,1.794e+02,1.573e+06,1.112e+05,1.685e+06
40.5,2.874e+02,3.122e+06,3.250e+05,3.448e+06
42.0,7.451e+02,3.861e+06,5.316e+05,4.393e+06
43.5,1.207e+03,3.047e+06,5.273e+05,3.576e+06
45.0,1.387e+03,1.977e+06,4.361e+05,2.414e+06
46.5,1.323e+03,1.229e+06,3.707e+05,1.601e+06
48.0,1.476e+03,8.114e+05,3.463e+05,1.159e+06
49.5,2.201e+03,6.440e+05,3.893e+05,1.036e+06
51.0,3.044e+03,5.747e+05,5.097e+05,1.087e+06
52.5,3.787e+03,5.381e+05,7.499e+05,1.292e+06
54.0,3.284e+03,4.734e+05,1.064e+06,1.540e+06
55.5,3.258e+03,2.978e+05,1.079e+06,1.380e+06
57.0,4.222e+03,1.424e+05,8.308e+05,9.774e+05
58.5,4.067e+03,6.281e+04,5.602e+05,6.271e+05
60.0,2.996e+03,3.223e+04,3.733e+05,4.085e+05
61.5,2.618e+03,2.158e+04,2.639e+05,2.881e+05
63.0,2.682e+03,1.774e+04,1.991e+05,2.195e+05
64.5,2.602e+03,1.695e+04,1.500e+05,1.696e+05
66.0,2.281e+03,1.800e+04,1.130e+05,1.333e+05
67.5,2.225e+03,2.031e+04,8.821e+04,1.107e+05
69.0,2.518e+03,2.294e+04,7.162e+04,9.707e+04
70.5,2.836e+03,2.610e+04,6.107e+04,9.000e+04
72.0,3.069e+03,2.871e+04,5.463e+04,8.641e+04
73.5,3.303e+03,3.163e+04,5.023e+04,8.515e+04
75.0,3.974e+03,3.395e+04,4.533e+04,8.325e+04
76.5,4.984e+03,3.522e+04,3.878e+04,7.898e+04
78.0,5.126e+03,3.297e+04,3.116e+04,6.925e+04
79.5,5.291e+03,2.715e+04,2.489e+04,5.733e+04
81.0,6.113e+03,2.156e+04,2.148e+04,4.916e+04
82.5,6.333e+03,1.649e+04,2.026e+04,4.308e+04
84.0,5.584e+03,1.305e+04,1.979e+04,3.842e+04
85.5,4.350e+03,1.199e+04,1.980e+04,3.615e+04
87.0,3.087e+03,1.053e+04,1.720e+04,3.081e+04
88.5,2.529e+03,1.078e+04,1.604e+04,2.934e+04
90.0,2.295e+03,1.314e+04,1.789e+04,3.333e+04
91.5,1.689e+03,1.089e+04,1.706e+04,2.963e+04
93.0,2.704e+03,1.034e+04,1.787e+04,3.092e+04
94.5,3.271e+03,1.300e+04,1.993e+04,3.621e+04
96.0,3.462e+03,1.458e+04,2.148e+04,3.953e+04
97.5,4.016e+03,1.594e+04,2.303e+04,4.299e+04
99.0,4.289e+03,1.867e+04,2.497e+04,4.793e+04
100.5,4.310e+03,2.281e+04,2.898e+04,5.610e+04
102.0,3.670e+03,2.605e+04,3.468e+04,6.439e+04
103.5,2.529e+03,2.921e+04,4.292e+04,7.466e+04
105.0,1.709e+03,3.478e+04,5.761e+04,9.410e+04
106.5,1.530e+03,3.946e+04,7.503e+04,1.160e+05
108.0,2.251e+03,3.379e+04,7.063e+04,1.067e+05
109.5,2.993e+03,2.777e+04,5.648e+04,8.724e+04
111.0,2.393e+03,1.983e+04,3.608e+04,5.831e+04
112.5,1.348e+03,1.763e+04,3.357e+04,5.255e+04
114.0,7.647e+02,1.454e+04,2.983e+04,4.514e+04
115.5,1.300e+03,1.222e+04,3.066e+04,4.418e+04
117.0,1.773e+03,9.554e+03,2.734e+04,3.866e+04
118.5,1.886e+03,5.909e+03,1.736e+04,2.516e+04
120.0,2.160e+03,3.437e+03,1.031e+04,1.591e+04
121.5,2.231e+03,2.139e+03,6.083e+03,1.045e+04
123.0,1.938e+03,1.328e+03,3.685e+03,6.951e+03
124.5,1.819e+03,1.137e+03,2.225e+03,5.180e+03
126.0,1.804e+03,1.773e+03,1.435e+03,5.013e+03
127.5,1.983e+03,3.180e+03,1.161e+03,6.325e+03
128.9,1.930e+03,3.312e+03,1.045e+03,6.287e+03
130.4,1.735e+03,3.405e+03,8.696e+02,6.010e+03
131.9,1.382e+03,3.256e+03,6.771e+02,5.315e+03
133.4,7.580e+02,1.505e+03,4.374e+02,2.701e+03
134.9,4.305e+02,6.056e+02,3.344e+02,1.371e+03
136.4,3.665e+02,5.549e+02,3.720e+02,1.293e+03
137.9,4.181e+02,4.997e+02,4.599e+02,1.378e+03
139.4,4.509e+02,4.584e+02,4.721e+02,1.381e+03
140.9,5.282e+02,4.482e+02,5.022e+02,1.479e+03
142.4,6.522e+02,4.633e+02,6.004e+02,1.716e+03
143.9,8.452e+02,3.598e+02,7.122e+02,1.917e+03
145.4,1.070e+03,2.402e+02,7.941e+02,2.104e+03
146.9,1.325e+03,1.342e+02,8.262e+02,2.286e+03
148.4,1.430e+03,8.826e+01,8.222e+02,2.340e+03
149.9,1.398e+03,8.267e+01,7.735e+02,2.254e+03
151.4,1.506e+03,8.873e+01,7.776e+02,2.373e+03
152.9,1.706e+03,1.053e+02,8.320e+02,2.643e+03
154.4,1.951e+03,1.683e+02,9.330e+02,3.053e+03
155.9,2.399e+03,2.666e+02,1.090e+03,3.756e+03
157.4,2.982e+03,3.698e+02,1.261e+03,4.612e+03
158.9,3.404e+03,5.066e+02,1.307e+03,5.218e+03
160.4,3.509e+03,6.490e+02,1.291e+03,5.449e+03
161.9,3.151e+03,7.612e+02,1.174e+03,5.086e+03
163.4,2.610e+03,7.107e+02,9.082e+02,4.229e+03
164.9,1.994e+03,5.841e+02,6.788e+02,3.257e+03
166.4,1.393e+03,3.947e+02,4.893e+02,2.277e+03
167.9,1.179e+03,2.516e+02,4.657e+02,1.896e+03
169.4,1.073e+03,2.365e+02,4.398e+02,1.749e+03
170.9,9.576e+02,2.654e+02,4.092e+02,1.632e+03
172.4,8.348e+02,3.006e+02,3.753e+02,1.511e+03
173.9,6.878e+02,3.890e+02,3.516e+02,1.428e+03
175.4,6.060e+02,4.675e+02,3.643e+02,1.438e+03
176.9,4.914e+02,5.066e+02,3.375e+02,1.336e+03
178.4,3.985e+02,5.603e+02,2.987e+02,1.258e+03
179.9,3.463e+02,6.096e+02,2.832e+02,1.239e+03
181.4,3.340e+02,6.100e+02,3.011e+02,1.245e+03
182.9,2.980e+02,6.285e+02,3.282e+02,1.255e+03
