freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.072e+03,1.784e+01,2.245e+01,1.112e+03
1.5,6.504e+02,2.338e+01,2.653e+01,7.003e+02
3.0,5.015e+01,1.744e+01,1.889e+01,8.648e+01
4.5,3.041e+02,1.808e+01,1.809e+01,3.403e+02
6.0,1.152e+03,1.823e+01,1.894e+01,1.189e+03
7.5,1.988e+03,1.818e+01,2.023e+01,2.027e+03
9.0,2.954e+03,1.911e+01,1.785e+01,2.991e+03
10.5,4.248e+03,2.140e+01,1.794e+01,4.287e+03
12.0,6.388e+03,5.230e+01,1.883e+01,6.459e+03
13.5,8.571e+03,1.317e+02,2.101e+01,8.724e+03
15.0,5.631e+03,7.864e+01,2.123e+01,5.731e+03
16.5,5.532e+03,2.957e+01,1.951e+01,5.581e+03
18.0,7.549e+03,2.523e+01,1.803e+01,7.592e+03
19.5,9.780e+03,2.385e+01,1.781e+01,9.821e+03
21.0,1.237e+04,2.667e+01,1.960e+01,1.242e+04
22.5,1.498e+04,3.291e+01,2.066e+01,1.503e+04
24.0,1.789e+04,3.771e+01,2.293e+01,1.795e+04
25.5,2.105e+04,3.916e+01,2.440e+01,2.112e+04
27.0,2.464e+04,4.295e+01,2.642e+01,2.471e+04
28.6,2.899e+04,4.865e+01,2.609e+01,2.907e+04
30.1,3.366e+04,6.245e+01,2.584e+01,3.375e+04
31.6,3.945e+04,9.715e+01,2.462e+01,3.958e+04
33.1,4.633e+04,1.382e+02,2.500e+01,4.649e+04
34.6,5.446e+04,2.021e+02,2.379e+01,5.468e+04
36.1,6.355e+04,3.000e+02,2.407e+01,6.387e+04
37.6,7.521e+04,4.265e+02,2.428e+01,7.566e+04
39.1,9.180e+04,6.001e+02,3.022e+01,9.243e+04
40.6,1.139e+05,8.594e+02,4.339e+01,1.148e+05
42.1,1.438e+05,1.097e+03,9.217e+01,1.450e+05
43.6,1.906e+05,1.439e+03,1.864e+02,1.922e+05
45.1,2.722e+05,4.332e+03,5.853e+02,2.771e+05
46.6,3.597e+05,1.629e+04,1.734e+03,3.777e+05
48.1,3.610e+05,2.791e+04,3.234e+03,3.922e+05
49.6,2.370e+05,2.746e+04,5.655e+03,2.701e+05
51.1,1.847e+05,2.461e+04,9.020e+03,2.183e+05
52.6,2.528e+05,1.590e+04,1.002e+04,2.787e+05
54.1,4.110e+05,9.022e+03,1.072e+04,4.307e+05
55.6,6.620e+05,5.472e+03,1.233e+04,6.798e+05
57.1,1.123e+06,3.765e+03,1.515e+04,1.142e+06
58.6,2.175e+06,3.807e+03,2.283e+04,2.202e+06
60.1,4.473e+06,7.625e+03,3.963e+04,4.520e+06
61.6,7.429e+06,1.583e+04,7.097e+04,7.515e+06
63.1,8.060e+06,2.013e+04,1.024e+05,8.183e+06
64.6,6.355e+06,1.655e+04,1.053e+05,6.477e+06
66.1,4.603e+06,1.227e+04,8.698e+04,4.702e+06
67.6,3.318e+06,9.645e+03,6.638e+04,3.394e+06
69.1,2.375e+06,7.697e+03,5.068e+04,2.433e+06
70.6,1.693e+06,7.014e+03,3.988e+04,1.739e+06
72.1,1.258e+06,8.633e+03,3.483e+04,1.302e+06
73.6,8.585e+05,1.066e+04,3.003e+04,8.992e+05
75.1,8.259e+05,1.924e+04,3.834e+04,8.835e+05
76.6,7.437e+05,2.833e+04,4.417e+04,8.162e+05
78.1,6.424e+05,3.302e+04,4.541e+04,7.208e+05
79.6,5.460e+05,3.397e+04,4.483e+04,6.248e+05
81.1,4.852e+05,3.584e+04,4.553e+04,5.666e+05
82.7,4.597e+05,3.560e+04,4.304e+04,5.383e+05
84.2,4.554e+05,3.129e+04,3.482e+04,5.215e+05
85.7,4.474e+05,2.540e+04,2.510e+04,4.979e+05
87.2,4.170e+05,1.847e+04,1.661e+04,4.520e+05
88.7,3.858e+05,1.309e+04,1.141e+04,4.103e+05
90.2,3.582e+05,1.017e+04,9.130e+03,3.775e+05
91.7,3.314e+05,9.443e+03,8.910e+03,3.498e+05
93.2,3.078e+05,1.016e+04,9.625e+03,3.276e+05
94.7,2.846e+05,1.101e+04,1.019e+04,3.058e+05
96.2,2.646e+05,9.861e+03,8.775e+03,2.832e+05
97.7,2.427e+05,6.721e+03,5.474e+03,2.549e+05
99.2,2.226e+05,3.984e+03,3.069e+03,2.297e+05
100.7,2.091e+05,3.277e+03,2.859e+03,2.152e+05
102.2,1.955e+05,3.491e+03,3.721e+03,2.027e+05
103.7,1.828e+05,3.901e+03,4.690e+03,1.914e+05
105.2,1.723e+05,4.280e+03,5.506e+03,1.821e+05
106.7,1.651e+05,4.587e+03,6.311e+03,1.760e+05
108.2,1.596e+05,4.848e+03,6.891e+03,1.713e+05
109.7,1.546e+05,5.067e+03,7.248e+03,1.669e+05
111.2,1.478e+05,5.238e+03,7.403e+03,1.604e+05
112.7,1.353e+05,5.202e+03,7.084e+03,1.476e+05
114.2,1.303e+05,5.658e+03,7.255e+03,1.432e+05
115.7,1.297e+05,6.484e+03,7.777e+03,1.440e+05
